Part Number,Short Description,Inventory Type,Inventory UOM,Purchase UOM,Qty On Hand,Unit Cost,List Price,Accounting Cost,User 1 Cost,User 2 Cost,Last Actual Cost,Average Cost
216-0340,1 X 6 R.S. CEDAR,FLUMBR,LF,LF,0,0.495,0.88,0.495,0.495,0,0,0
216-0350,1 X 8 R.S. CEDAR,FLUMBR,LF,LF,0,0.63,1.1,0.63,0.63,0,0,0
216-0360,1/8 MASONITE,FLUMBR,SF,SH,0,0.3056,0.54,0.3056,0.3056,0,0,0
216-0370,3/16 MASONITE,FLUMBR,SF,SH,0,0.43,0.76,0.43,0.43,0,0.471,0.43
216-0380,1/4 MASONITE,FLUMBR,SF,SH,0,0.43,0.76,0.43,0.43,0,0.4466,0.4466
216-0390,1/4 PLYWOOD,FLUMBR,SF,SH,0,0.2672,0.53,0.2672,0.2672,0,0,0
216-0400,3/4 AC PLYWOOD SHEETING,FLUMBR,SF,SH,0,0.9091,1.59,0.9091,0.9091,0,0,0
216-0410,1/4 PARTICLE BOARD,FLUMBR,SF,SH,0,0.3006,0.25,0.3006,0.3006,0,0,0
216-0420,3/8 PARTICLE BOARD,FLUMBR,SF,SH,0,0.1513,0.3,0.1513,0.1513,0,0,0
216-0421,"7/16"" OSB 4'x 8'sheet",FLUMBR,SF,SH,2992,0.775,1.35625,0.775,0.385,0,0.775,0.775
216-0422,"1/4"" OSB 4' X 8' SHEET",FLUMBR,SF,BND,0,0.3006,0.52605,0.3006,0,0,0,0
216-0430,1/2 PARTICLE BOARD,FLUMBR,SF,SH,0,0.3709,0.65,0.3709,0.3709,0,0.62,0.4093
216-0440,3/8 CDX PLYWOOD,FLUMBR,SF,SH,0,0.422,0.74,0.422,0.422,0,0,0
216-0450,1/2 CDX PLYWOOD,FLUMBR,SF,SH,0,0.3928,0.69,0.3928,0.3928,0,0,0
216-0460,3/4 CDX PLYWOOD,FLUMBR,SF,SH,0,0.735,0.99,0.735,0.735,0,0,0
216-0470,1/2 D/F MDO PLYWOOD,FLUMBR,SF,SH,0,1.3109,2.29,1.3109,1.3109,0,0,0
216-0480,3/4 D/F MDO PLYWOOD,FLUMBR,SF,SH,0,3.33094,5.82915,3.3309,1.8984,0,3.3309,1.8984
216-0490,3/8 S/F MDO PLYWOOD,FLUMBR,SF,SH,0,0.9922,1.74,0.9922,0.9922,0,0,0
216-0500,1/2 S/F MDO PLYWOOD,FLUMBR,SF,SH,0,0.6938,1.71,0.6938,0.6938,0,0,0
216-0510,1/2 1-SIDE WHITE MDO PANEL,FLUMBR,SF,SH,0,4.50375,7.88156,4.5038,1.4538,0,4.5038,2.6188
216-0520,1/2 2-SIDE WHITE MDO PANEL,FLUMBR,SF,SH,0,2.9257,5.12,2.9257,2.9257,0,3.0622,2.9256
216-0530,3/4 S/F MDO PLYWOOD,FLUMBR,SF,SH,0,2.3881,4.18,2.3881,2.3881,0,0,0
216-0540,3/4 1-SIDE WHITE MDO PANEL,FLUMBR,SF,SH,0,2.32125,4.06219,2.3213,1.4281,0,2.2011,2.3213
216-0550,1/2 1-SIDED WHITEWOOD PANEL,FLUMBR,SF,SH,0,3.36563,5.88985,3.3656,2.5531,0,3.3656,2.5531
216-0560,1/2 2-SIDED WHITEWOOD PANEL,FLUMBR,SF,SH,0,3.1578,5.53,3.1578,3.1578,0,3.0934,3.1578
216-0570,1/2 WHITEWOOD TRIM CAP V-41,FLUMBR,LF,LF,0,0.3394,0.59,0.3394,0.3394,0,0,0
216-0580,1 MDF MOLD BOARD,FLUMBR,SF,SF,0,2.255,3.94625,2.255,0.95,0,2.255,2.255
216-0590,1/2 MDF MOLD BOARD,FLUMBR,SF,SF,0,1.045,1.82875,1.045,0.62,0,0.7875,0.7876
216-0600,3/4 MDF MOLD BOARD,FLUMBR,SF,SF,0,2.23,3.9025,2.23,0.75,0,2.23,1.105
216-0605,"1/4"" MDF Mold Board",FLUMBR,SF,SF,0,0.57188,1.00079,0.5719,0.4422,0,0.6734,0.5719
216-0610,3/4 PARTICLE BOARD,FLUMBR,SF,SF,0,1.105,,1.105,0,0,19.069,1.0402
217-0100,RED COROPLAST,FPLEX,SF,SF,0,0.24,0.42,0.24,0.24,0,0,0
217-0110,WHITE COROPLAST SHEET,FPLEX,SF,SF,0,1.21375,2.12406,1.2138,0.2344,0,1.2138,0.2344
217-0120,1/2 EGG CRATE LOUVER,FPLEX,SF,PC,188,3.88875,6.80531,3.8888,0.8125,0,2.9775,3.5566
217-0130,3/16 GATORBOARD,FPLEX,SF,SF,0,1.11,1.9425,1.11,1.005,0,0,0
217-0140,3/4 BROWN GATORFOAM,FPLEX,SF,PC,0,1.76,3.08,1.76,1.3385,0,0,0
217-0150,1/16 BLACK/WHITE GRAVOPLY II,FPLEX,SF,SF,0,3.5039,6.13,3.5039,3.5039,0,0,0
217-0160,1/16 SILVER/WHITE GRAVOPLY II,FPLEX,SF,SF,0,3.5039,6.13,3.5039,3.5039,0,0,0
217-0170,1/8 BLACK PLEXIGLAS,FPLEX,SF,SF,0,1.95,3.41,1.95,1.95,0,0,0
217-0180,1/8 BLUE PLEXIGLAS,FPLEX,SF,SF,0,3.14,5.5,3.14,3.14,0,0,0
217-0190,1/8 BROWN PLEXIGLAS,FPLEX,SF,SF,0,1.65,2.88,1.65,1.65,0,0,0
217-0210,.118 IVORY PLEXIGLAS,FPLEX,SF,SH,0,1.65,3.5,1.65,1.65,0,0,0
217-0220,1/8 RED PLEXIGLAS,FPLEX,SF,SH,0,2.255,3.18,2.255,2.255,0,0,0
217-0230,1/8 WHITE PLEXIGLAS,FPLEX,SF,SF,0,1.95,3.46,1.95,1.95,0,0,0
217-0240,1/8 YELLOW PLEXIGLAS,FPLEX,SF,SH,0,1.8697,5.5,1.8697,1.8697,0,0,0
217-0250,1/8 BLACK PLEXIGLAS,FPLEX,SF,SH,0,1.64,2.87,1.64,1.64,0,0,0
217-0260,8.5 X 8.65 .125 MATTE BLACK,FPLEX,EA,EA,0,6.67,11.6725,6.67,0,0,0,0
217-0270,P-35 1/8 MATTE BLACK PLEXIGLAS,FPLEX,SF,SH,0,3.6408,6.37,3.6408,3.6408,0,0,0
217-0280,P-95 1/8 MATTE BLACK PLEXIGLAS,FPLEX,SF,SH,0,6.0525,10.59,6.0525,6.0525,0,7.4844,6.0525
217-0290,1/8 BLUE PLEXIGLAS,FPLEX,SF,SH,0,1.95,5.13,1.95,1.95,0,0,0
217-0300,1/8 BRONZE PLEX,FPLEX,SF,SH,0,2.95,5.17,2.95,2.95,0,0,0
217-0310,1/8 BROWN PLEXIGLAS,FPLEX,SF,SH,0,1.784,3.12,1.784,1.784,0,0,0
217-0320,1/8 BURGUNDY PLEXIGLAS,FPLEX,SF,SH,0,6.0438,10.58,6.0438,6.0438,0,0,0
217-0330,1/8 CLEAR PLEXIGLAS,FPLEX,SF,SH,0,1.08,4.12,1.08,1.08,0,1.6738,1.08
217-0335,.250 CLEAR FF PLEXIGLAS,FPLEX,SF,SF,12,4.0325,9.4325,4.0325,3.15,0,4.3434,4.0824
217-0340,1/8 GREEN PLEXIGLAS,FPLEX,SF,SH,0,2.9275,4.69,2.9275,2.9275,0,0,0
217-0350,1/8 IVORY PLEXIGLAS,FPLEX,SF,SH,0,2.9275,5,2.9275,2.9275,0,0,0
217-0360,1-1/2 X 7-1/2 X 1/8 IVORY PLEX,FPLEX,EA,EA,0,2.11,3.6925,2.11,0,0,0,0
217-0370,2.5 X 8 X .125 IVORY PLEX,FPLEX,EA,EA,0,2.5,4.375,2.5,0,0,0,0
217-0380,8.5 X 11 X .125 IVORY PLEX,FPLEX,EA,EA,0,3.73,6.5275,3.73,0,0,0,0
217-0390,1/8 ORANGE PLEXIGLAS,FPLEX,SF,SH,0,2.25,4.04,2.25,2.25,0,0,0
217-0400,1/8 RED PLEXIGLAS,FPLEX,SF,SH,0,2.9275,4.77,2.9275,2.9275,0,0,0
217-0410,1/8 RED/ORANGE PLEXIGLAS,FPLEX,SF,SH,0,2.43,4.25,2.43,2.43,0,0,0
217-0420,1/8 WHITE PLEXIGLAS,FPLEX,SF,SF,0,3.0996,5.42,3.0996,3.0996,0,0,0
217-0430,1/8 YELLOW PLEXIGLAS,FPLEX,SF,SH,0,1.44,4.5,1.44,1.44,0,0,0
217-0440,.177 BLACK PLEXIGLAS,FPLEX,SF,SH,0,2.9,5.08,2.9,2.9,0,0,0
217-0445,".187"" Black / White Acrylic",FPLEX,SF,SF,0,3,,3,3,0,0,0
217-0450,.177 BLUE PLEXIGLAS,FPLEX,SF,SH,0,3.6491,4.05,3.6491,3.6491,0,5.06,2.5917
217-0460,.177 BRONZE PLEXIGLAS,FPLEX,SF,SH,0,2.96,5.18,2.96,2.96,0,0,0
217-0470,.177 BROWN PLEXIGLAS,FPLEX,SF,SH,0,5.0841,4.2,5.0841,5.0841,0,0,0
217-0480,.177 CLEAR PLEXIGLAS FF,FPLEX,SF,SF,0,4.12,7.21,4.12,2.38,0,4.12,4.12
217-0485,.177 CLEAR IMPACT MODIFIED ACRYLIC,FPLEX,SF,SF,2463,11.05,19.3375,11.05,0,0,6.0017,6
217-0490,.177 GRAY PLEXIGLAS,FPLEX,SF,SH,0,2.45,4.41,2.45,2.45,0,0,0
217-0500,.177 GREEN PLEXIGLAS,FPLEX,SF,SH,0,5.0841,4.2,5.0841,5.0841,0,0,0
217-0510,.177 ORANGE PLEXIGLAS,FPLEX,SF,SH,0,6.355,11.12,6.355,6.355,0,0,0
217-0520,.177 RED PLEXIGLAS FF #2157,FPLEX,SF,SF,-32,6.7708,11.8489,6.7708,6.765,0,5.945,6.7708
217-0525,.177 RED PLEXIGLAS FF #2793,FPLEX,SF,SF,0,6.7708,11.8489,6.7708,0,0,3.9922,6.7708
217-0530,.177 WHITE PLEXIGLAS,FPLEX,SF,SH,0,4.05,7.0875,4.05,2.79,0,3.2625,4.05
217-0535,.177 White #2447 Plexiglas,FPLEX,SF,SH,-50,2.0849,3.64858,2.0849,2.0849,0,2.6225,2.0881
217-0537,.75 WHITE PLEX 7328,FPLEX,SF,SH,28,11.48,20.09,11.48,0,0,17.5694,11.48
217-0540,.177 YELLOW PLEXIGLAS,FPLEX,SF,SF,0,4.62,8.085,4.62,6.355,0,4.62,7.9503
217-0550,3/16 IVORY PLEXIGLAS,FPLEX,SF,SH,0,3.69,6.28,3.69,3.69,0,0,0
217-0554,.250 #2157 RED FF PLEXIGLAS,FPLEX,SF,SH,0,3.2828,5.7449,3.2828,3.2828,0,3.5953,0
217-0555,.187 #2157 RED FF PLEXIGLAS,FPLEX,SF,EA,0,3.79,6.6325,3.79,3.79,0,4.05,3.79
217-0556,.177 #7328 WHITE FF PLEXIGLAS,FPLEX,SF,SF,139,2.75781,8.24469,2.7578,3.75,0,3.1091,2.8505
217-0557,.187 #2037 YELLOW FF PLEXIGLAS,FPLEX,SF,SF,195,4.30719,8.6222,4.3072,3.75,0,4.4669,4.3072
217-0560,1/4 BLACK PLEXIGLAS 2025,FPLEX,SF,SH,0,3.36,5.88,3.36,3.36,0,0,0
217-0570,1/4 BRONZE PLEXIGLAS,FPLEX,SF,SH,0,3.18,5.57,3.18,3.18,0,0,0
217-0580,1/4 CLEAR PLEX,FPLEX,SF,SH,0,4.7684,8.3447,4.7684,3.125,0,4.7684,4.7684
217-0585,"1/4"" #2157 Red Acrylic Sheet GP",FPLEX,SF,SF,0,3.7884,,3.7884,3.7884,0,0,0
217-0586,".187"" WHITE ACRYLIC SHEET GP",FPLEX,SF,SH,0,7.09,12.4075,7.09,0,0,0,0
217-0590,1/4 WHITE PLEX,FPLEX,SF,SH,84,10.98,19.215,10.98,3.18,0,4.6331,10.98
217-0600,BLACK EXP PVC KOMATEX,FPLEX,SF,SH,0,3.5,5.31,3.5,3.5,0,3.0306,3.5
217-0610,LIGHT BLUE KOMATEX,FPLEX,SF,SH,0,2.53,4.38,2.53,2.53,0,0,0
217-0620,3MM DARK MARINE BLUE KOMATEX,FPLEX,SF,SH,0,0.8,1.4,0.8,0.8,0,0,0
217-0630,3MM LT GRAY KOMATEX 9 X 9,FPLEX,EA,EA,0,1,1.75,1,1,0,0,0
217-0640,3 MM GRAY SINTRA KOMATEX,FPLEX,SF,SH,0,1.0063,1.75,1.0063,1.0063,0,0,0
217-0650,RED EXP PVC KOMATEX,FPLEX,SF,SH,0,0.9531,2.55,0.9531,0.9531,0,0,0
217-0660,WHITE EXP PVC KOMATEX,FPLEX,SF,SH,0,1.6594,2.65,1.6594,1.6594,0,0,0
217-0670,3mm Yellow Sintra,FPLEX,SF,SF,0,1.0191,,1.0191,1.0191,0,1.0434,1.0191
217-0680,1/2 (13MM) BLACK SINTRA,FPLEX,SF,SH,0,3.8822,6.79,3.8822,3.8822,0,3.1216,3.8822
217-0690,1/8 (3MM) BLACK SINTRA,FPLEX,SF,SH,0,0.9725,1.7,0.9725,0.9725,0,0.8825,0.9725
217-0700,1/2 WHITE SINTRA (KOMATEX),FPLEX,SF,SF,26,4.13993,7.24488,4.1399,3.2888,0,5,4.14
217-0710,1/8 (3MM) WHITE SINTRA,FPLEX,SF,SH,0,0.9725,1.7,0.9725,0.9725,0,0.6875,0.9725
217-0720,3MM WHITE KOMATEX SENTRA,FPLEX,SF,SH,0,0.5609,0.98,0.5609,0.5609,0,0,0
217-0730,6MM WHITE KOMATEX SINTRA,FPLEX,SF,SF,40,1.88438,4.2875,1.8844,1.5519,0,3.5131,1.8844
217-0731,1 In. WHITE KOMATEX SINTRA,FPLEX,SF,SF,0,6.35438,11.12017,6.3544,0,0,5.7988,6.3531
217-0740,19MM WHITE SINTRA,FPLEX,SF,SH,0,8.255,14.44625,8.255,2.83,0,8.2556,3.2797
217-0750,1/2 SIGN FOAM II,FPLEX,SF,SF,0,4.91,8.5925,4.91,2.275,0,4.9153,2.275
217-0760,1 SIGNFOAM 3 18 LB,FPLEX,SF,SF,0,9.37281,16.40242,9.3728,8.5859,0,9.1959,9.3728
217-0765,"1.5"" 15# Signfoam",FPLEX,SF,SF,0,9.37281,16.4024,9.3728,0,0,9.3753,9.3728
217-0770,.070 WHITE V-3 STA TUF,FPLEX,SF,SF,0,1.95,3.4125,1.95,1.5471,0,3.33,1.95
217-0780,.750 CLEAR ACRYLIC SHEET,FPLEX,SF,SF,42,17.41063,30.4686,17.4106,16.71,0,12.2191,11.1616
217-0790,.500 CLEAR ACRYLIC SHEET,FPLEX,SF,SF,-2,9.29688,19.1,9.2969,10.91,0,8.4356,9.2969
217-0793,"1"" CLEAR ACRYLIC SHEET",FPLEX,SF,SF,124,20.40875,35.7153,20.4088,0,0,14.3147,9.0706
217-0795,"1"" 7328 WHITE ACRYLIC SHEET",FPLEX,SF,SF,40,23.36656,40.89148,23.3666,0,0,22.0422,17.3367
217-0796,.75 7328 WHITE ACRYLIC SHEET,FPLEX,SF,SF,28,13.76,24.08,13.76,0,0,13.7622,13.76
217-0800,.50 WHITE PLEX 7328,FPLEX,SF,SF,104,11.48,20.09,11.48,0,0,11.875,11.48
217-4715,#10-16 X 3/4 #3 NEOPRENE HEX WASHER HEAD SELF DRILL SCREWS,HRDWRE,EA,BX,0,0.036,0.063,0.036,0,0,0.0933,0.036
218-0100,12' CHANGER ARM,FCHANG,EA,EA,0,66,115.5,66,26.55,0,0,0
218-0110,18' CHANGER ARM,FCHANG,EA,EA,0,49.5225,90,49.5225,49.5225,0,0,0
218-0120,SUCTION CUP AND KNUCKLE ASSEMBLY,FCHANG,EA,EA,0,8.9533,15.67,8.9533,8.9533,0,0,0
218-0130,SUCTION CUP FOR CHANGER,FCHANG,EA,EA,0,9.43,18.86,9.43,9.43,0,0,0
218-0140,WIRE BOLT & NUT FOR CHANGER CUP,FCHANG,EA,EA,0,0.6,1.05,0.6,0.6,0,0,0
218-0150,"8"" LETTER STORAGE CABINET",FCHANG,EA,EA,0,47.4,91.35,47.4,47.4,0,0,0
218-0160,"LETTER TRACK, BOTTOM - 8'",FCHANG,FT,PC,74,0.79875,1.39781,0.7988,0.468,0,0.655,0.7944
218-0161,"LETTER TRACK, BOTTOM - 10'",FCHANG,FT,PC,0,0.52,1,0.52,0.468,0,0.516,0.468
218-0162,"LETTER TRACK, BOTTOM - 12'",FCHANG,FT,PC,0,0.468,1,0.468,0.468,0,1.0825,0.4683
218-0170,"LETTER TRACK, MUTUAL - 8'",FCHANG,FT,PC,58,1.04,1.82,1.04,0.618,0,0.8413,1.0387
218-0171,"LETTER TRACK, MUTUAL - 10'",FCHANG,FT,PC,0,0.68,1.19,0.68,0.618,0,0.678,0.618
218-0172,"LETTER TRACK, MUTUAL - 12'",FCHANG,FT,PC,0,0.618,1.1,0.618,0.618,0,1.0825,0.6183
218-0180,"LETTER TRACK, TOP - 8'",FCHANG,FT,PC,72,0.965,1.68875,0.965,0.57,0,0.7963,0.9251
218-0181,"LETTER TRACK, TOP - 10'",FCHANG,FT,PC,0,0.63,1.1025,0.63,0.57,0,0.63,0.57
218-0182,"LETTER TRACK, TOP - 12'",FCHANG,FT,PC,0,0.57,1,0.57,0.57,0,0.8325,0.57
218-0190,"TEXAS LETTER TRACK - 7'-6""",FCHANG,FT,PC,0,0.6651,1.16,0.6651,0.6651,0,0,0
218-0200,WAGNER LETTER TRACK/PLASTI-BAR - 8',FCHANG,FT,PC,0,0.54,1.58,0.54,0.54,0,0,0
218-0210,"8"" NUMBER SET - BLACK - 42/SET",FCHANG,SET,SET,0,84.14,131.88,84.14,84.14,0,198,0.7349
218-0220,"8"" NUMBER SET - GREEN - 42/SET",FCHANG,SET,SET,0,84.14,131.88,84.14,84.14,0,0,0
218-0230,"12"" NUMBER SET - GREEN - 42/SET",FCHANG,SET,SET,0,252.4343,441.76,252.4343,252.4343,0,0,0
218-0240,"12"" NUMBER SET - BLACK - 42/SET",FCHANG,SET,SET,0,212.29,371.51,212.29,212.29,0,0,0
218-0250,"12"" GAS PRICE/PRODUCT PANEL SET",FCHANG,SET,SET,0,226.45,396.29,226.45,226.45,0,0,0
218-0260,"4"" BLACK PRONTO LETTERS",FCHANG,EA,EA,0,0.528,0.89,0.528,0,0,0,0
218-0270,"6"" BLACK PRONTO LETTERS",FCHANG,EA,EA,0,0.516,1.5,0.516,0.516,0,0,0
218-0280,"8"" ADM BLACK LETTER / RED NUMBER",FCHANG,EA,EA,0,1.2481,2.5,1.2481,1.2481,0,0,0
218-0290,"8"" DRC LETTERS FOR CHANGEABL",FCHANG,BX,BX,0,36.5,84.15,36.5,36.5,0,0,0
218-0300,"8/9"" ADM BLACK LETTER / RED NUMBER",FCHANG,EA,EA,0,0.84,1.47,0.84,0.84,0,0,0
218-0310,"9"" GAS PRICING STYLE B - KUM & GO",FCHANG,EA,EA,0,2.31,4.0425,2.31,0,0,0,0
218-0320,"8"" BLACK USED LETTERS",FCHANG,LF,LF,0,0.95,1.66,0.95,0.95,0,0,0
218-0330,"8"" BLACK SOLID ZIP",FCHANG,EA,EA,0,1.25,2.1875,1.25,0,0,0,0
219-0100,1/2 X 1/2 X 1/8 ANGLE,FSTANG,FT,PC,-60,0.11,0.2,0.11,0.11,0,0,0
219-0110,3/4 X 3/4 X 1/8 ANGLE,FSTANG,FT,PC,0,0.2139,0.37,0.2139,0.2139,0,0,0
219-0120,1 X 1 X 1/8 ANGLE IRON,FSTANG,FT,PC,-2,0.472,0.826,0.472,0.3683,0,0.42,0.472
219-0130,1 X 1 X 1/4 ANGLE IRON,FSTANG,FT,PC,0,0.855,1.49625,0.855,0.196,0,0.7975,0.855
219-0140,1-1/2 X 1-1/2 X 1/8 ANGLE,FSTANG,FT,PC,0,0.5539,0.97,0.5539,0.5539,0,0,0
219-0150,"1-1/2"" X 1-1/2"" X 3/16"" ANGLE IRON",FSTANG,FT,FT,250,1.4175,2.625,1.4175,0.7753,0,1.2879,1.4213
219-0155,ANGLE IRON MOUNTING BRACKET - CAT,FSTANG,EA,,61,3.281,5.74175,3.281,0,0,2.7114,0
219-0160,2 X 2 X 1/8 ANGLE IRON,FSTANG,FT,PC,0,0.7265,1.2,0.7265,0.7265,0,0.7975,0.7265
219-0170,"2"" X 2"" X 3/16"" ANGLE IRON",FSTANG,FT,PC,192,1.75,3.68536,1.75,1.0256,0,1.75,1.8679
219-0180,2 X 2 X 1/4 ANGLE IRON,FSTANG,FT,PC,-22,1.4925,3.444,1.4925,1.3089,0,1.4925,1.7714
219-0188,"3/16"" x 2"" x 3"" angle",FSTANG,FT,PC,0,1.216,,1.216,1.216,0,0,0
219-0190,3 X 2 X 1/4 ANGLE IRON,FSTANG,FT,PC,0,1.4535,1.18,1.4535,1.4535,0,0,0
219-0200,3 X 2 X 5/16 ANGLE IRON,FSTANG,FT,PC,0,1.4,2.45,1.4,1.4,0,0,0
219-0210,3 X 2 X 3/8 STEEL ANGLE,FSTANG,FT,PC,0,1.425,2.51,1.425,1.425,0,0,0
219-0220,3 X 3 X 3/16 ANGLE IRON,FSTANG,FT,PC,0,1.2799,1.18,1.2799,1.2799,0,0,0
219-0221,3 X 3 X 3/16 ANGLE IRON,FSTANG,FT,PC,0,1.2799,1.18,1.2799,1.2799,0,0,0
219-0230,3 X 3 X 1/4 ANGLE IRON,FSTANG,FT,PC,0,2.79,4.8825,2.79,1.3,0,2.3275,2.763
219-0231,3 X 3 X 1/4 ANGLE IRON,FSTANG,FT,PC,0,2.79,4.8825,2.79,1.3,0,0,0
219-0240,3 X 3 X 3/8 ANGLE IRON,FSTANG,FT,PC,18,1.321,2.31,1.321,1.321,0,0,0
219-0241,3 X 3 X 3/8 ANGLE IRON,FSTANG,FT,PC,0,1.321,2.31,1.321,1.321,0,0,0
219-0250,4 X 3 X 1/4 ANGLE IRON,FSTANG,FT,PC,0,1.3,,1.3,1.3,0,0,0
219-0251,4 X 3 X 1/4 ANGLE IRON,FSTANG,FT,PC,0,1.3,,1.3,1.3,0,3.3814,3.3814
219-0260,4 X 3 X 5/16 ANGLE IRON,FSTANG,FT,PC,0,2.885,5.05,2.885,2.885,0,0,0
219-0261,4 X 3 X 5/16 ANGLE IRON,FSTANG,FT,PC,0,2.885,5.05,2.885,2.885,0,0,0
219-0270,4 X 4 X 5/16 ANGLE IRON,FSTANG,FT,PC,7,2.1279,2.78,2.1279,2.1279,0,0,0
219-0271,4 X 4 X 5/16 ANGLE IRON,FSTANG,FT,PC,0,2.1279,2.78,2.1279,2.1279,0,0,0
219-0280,5 X 3 X 3/8 ANGLE IRON,FSTANG,FT,PC,0,4.1228,7.18,4.1228,4.1228,0,0,0
219-0281,5 X 3 X 3/8 ANGLE IRON,FSTANG,FT,PC,0,4.1228,7.18,4.1228,4.1228,0,0,0
219-0290,5 X 5 X 5/16 ANGLE IRON,FSTANG,FT,PC,0,5.25,9.19,5.25,5.25,0,0,0
219-0291,5 X 5 X 5/16 ANGLE IRON,FSTANG,FT,PC,0,5.25,9.19,5.25,5.25,0,0,0
219-0300,4 X 13 LB W.F. BEAM,FSTBC,FT,PC,0,3.445,6.03,3.445,3.445,0,0,0
219-0301,4 X 13 LB W.F. BEAM,FSTBC,FT,PC,0,3.445,6.03,3.445,3.445,0,0,0
219-0310,5 X 10 LB W.F. BEAM,FSTBC,FT,PC,0,2.9,5.08,2.9,2.9,0,0,0
219-0311,5 X 10 LB W.F. BEAM,FSTBC,FT,PC,0,2.9,5.08,2.9,2.9,0,0,0
219-0320,6 X 12.5 LB W.F. BEAM,FSTBC,FT,PC,0,3.625,6.34,3.625,3.625,0,0,0
219-0321,6 X 12.5 LB W.F. BEAM,FSTBC,FT,PC,0,3.625,6.34,3.625,3.625,0,0,0
219-0330,6 X 9 LB W.F. BEAM,FSTBC,FT,PC,0,2.34,4.1,2.34,2.34,0,0,0
219-0331,6 X 9 LB W.F. BEAM,FSTBC,FT,PC,0,2.34,4.1,2.34,2.34,0,0,0
219-0340,8 X 10 LB W.F. BEAM,FSTBC,FT,PC,0,5.187,9.08,5.187,5.187,0,0,0
219-0341,8 X 10 LB W.F. BEAM,FSTBC,FT,PC,0,5.187,9.08,5.187,5.187,0,0,0
219-0350,8 X 13 LB W.F. BEAM,FSTBC,FT,PC,0,5.7941,10.14,5.7941,5.7941,0,0,0
219-0351,8 X 13 LB W.F. BEAM,FSTBC,FT,PC,0,5.7941,10.14,5.7941,5.7941,0,0,0
219-0360,8 X 18.4 LB W.F. BEAM,FSTBC,FT,PC,0,3.855,6.75,3.855,3.855,0,0,0
219-0361,8 X 18.4 LB W.F. BEAM,FSTBC,FT,PC,0,3.855,6.75,3.855,3.855,0,0,0
219-0370,8 X 31 LB W.F. BEAM,FSTBC,FT,PC,0,10.339,18.1,10.339,10.339,0,0,0
219-0371,8 X 31 LB W.F. BEAM,FSTBC,FT,PC,0,10.339,18.1,10.339,10.339,0,0,0
219-0380,10 X 12 LB W.F. BEAM,FSTBC,FT,PC,0,2.634,4.61,2.634,2.634,0,0,0
219-0381,10 X 12 LB W.F. BEAM,FSTBC,FT,PC,0,2.634,4.61,2.634,2.634,0,0,0
219-0390,10 X 15 LB W.F. BEAM,FSTBC,FT,PC,0,5.2425,5.76,5.2425,5.2425,0,0,0
219-0391,10 X 15 LB W.F. BEAM,FSTBC,FT,PC,0,5.2425,5.76,5.2425,5.2425,0,0,0
219-0400,10 X 17 LB W.F. BEAM,FSTBC,FT,PC,0,5.0915,8.91,5.0915,5.0915,0,0,0
219-0401,10 X 17 LB W.F. BEAM,FSTBC,FT,PC,0,5.0915,8.91,5.0915,5.0915,0,0,0
219-0410,10 X 20 LB W.F. BEAM,FSTBC,FT,PC,0,6.589,11.53,6.589,6.589,0,0,0
219-0411,10 X 20 LB W.F. BEAM,FSTBC,FT,PC,0,6.589,11.53,6.589,6.589,0,0,0
219-0420,10 X 22 LB W.F. BEAM,FSTBC,FT,PC,0,6.589,11.53,6.589,6.589,0,0,0
219-0421,10 X 22 LB W.F. BEAM,FSTBC,FT,PC,0,6.589,11.53,6.589,6.589,0,0,0
219-0430,12 X 14 LB W.F. BEAM,FSTBC,FT,PC,0,3.43,6,3.43,3.43,0,0,0
219-0431,12 X 14 LB W.F. BEAM,FSTBC,FT,PC,0,3.43,6,3.43,3.43,0,0,0
219-0440,12 X 19 LB W.F. BEAM,FSTBC,FT,PC,0,4.465,7.81,4.465,4.465,0,0,0
219-0441,12 X 19 LB W.F. BEAM,FSTBC,FT,PC,0,4.465,7.81,4.465,4.465,0,0,0
219-0450,12 X 22 WF STEEL BEAM,FSTBC,FT,PC,0,5.225,9.14,5.225,5.225,0,0,0
219-0451,12 X 22 WF STEEL BEAM,FSTBC,FT,PC,0,5.225,9.14,5.225,5.225,0,0,0
219-0460,12 X 45 WF STEEL BEAM,FSTBC,FT,PC,0,13.388,23.44,13.388,13.388,0,0,0
219-0461,12 X 45 WF STEEL BEAM,FSTBC,FT,PC,0,13.388,23.44,13.388,13.388,0,0,0
219-0470,12 X 31.8 STEEL I BEAM,FSTBC,FT,PC,0,9.699,23.44,9.699,9.699,0,0,0
219-0471,12 X 31.8 STEEL I BEAM,FSTBC,FT,PC,0,9.699,23.44,9.699,9.699,0,0,0
219-0480,14 X 22 LB WF STEEL BEAM,FSTBC,FT,PC,0,9.6405,16.87,9.6405,9.6405,0,0,0
219-0481,14 X 22 LB WF STEEL BEAM,FSTBC,FT,PC,0,9.6405,16.87,9.6405,9.6405,0,0,0
219-0490,16 X 26 LB W.F. BEAM,FSTBC,FT,PC,0,3.9,6.83,3.9,3.9,0,0,0
219-0491,16 X 26 LB W.F. BEAM,FSTBC,FT,PC,0,3.9,6.83,3.9,3.9,0,0,0
219-0500,16 X 40 LB W.F. BEAM,FSTBC,FT,PC,0,12.2,21.35,12.2,12.2,0,0,0
219-0501,16 X 40 LB W.F. BEAM,FSTBC,FT,PC,0,12.2,21.35,12.2,12.2,0,0,0
